Algoritmo,Base,Repeticao,|D|,|D+|,|D-|,Atributos,|I|,Tempo,Testes,Seed,WRAcc,size,TP,FP,overollSuppP,CoverRedundancyP,DescripRDensity,DescripRDominator,Qg,Chi_Quad,p_value,Lift,DiffSup,K,GrowthRate,OddsRatio,cov,conf,supp,suppP,suppN,
DSSD-k20-foWRAcc,chowdary-clean50-pn-width-2,1,104,42,62,11142,22284,10959.0,-1,-1,0.17711723372781066,5.0,40.45,14.1,1.0,0.06568956383542288,0.22,0.75,2.8198118221647634,54.80101172098457,1.0962564189753722E-12,1.8434651708769987,0.7356758832565286,20.0,4.496995697023339,Infinity,0.5245192307692308,0.7444763190080186,0.38894230769230775,0.963095238095238,0.2274193548387097
DSSD-k20-foWRAcc,golub-clean50-pn-width-2,1,72,25,47,3565,7130,739.0,-1,-1,0.20085841049382713,4.6,25.0,5.35,1.0,0.0,0.30434782608695654,0.6,8.77926587301587,53.85064965801246,9.769213216159756E-12,2.4061002966258793,0.8861702127659576,20.0,Infinity,Infinity,0.42152777777777767,0.8354514918839865,0.34722222222222227,1.0,0.11382978723404254
DSSD-k20-foWRAcc,gordon-clean50-pn-width-2,1,181,150,31,6267,12621,2874.0,-1,-1,0.14193705930832395,4.0,150.0,0.0,1.0,0.0,0.2875,1.0,150.0,181.0,0.0,1.2066666666666668,1.0,20.0,Infinity,Infinity,0.8287292817679559,1.0,0.8287292817679559,1.0,0.0
DSSD-k20-foWRAcc,khan-clean50-pn-width-2,1,63,40,23,1154,2308,74.0,-1,-1,0.20692869740488792,1.45,39.1,1.95,1.0,0.041432225063938635,0.1724137931034483,0.55,22.51488095238095,51.74579510760272,3.2150558881838264E-10,1.5040229013045947,0.8927173913043477,20.0,Infinity,Infinity,0.6515873015873014,0.9549351754314885,0.6206349206349204,0.9775,0.08478260869565217
DSSD-k20-foWRAcc,pomeroy-clean50-pn-width-2,1,60,21,39,3564,7128,697.0,-1,-1,0.17654166666666665,4.8,19.85,6.6,1.0,0.07772580064771502,0.3541666666666667,0.6,3.5925180375180377,34.12048507443914,3.6880177906040144E-8,2.1732054340375093,0.7760073260073258,20.0,Infinity,Infinity,0.4408333333333333,0.7606219019131282,0.3308333333333332,0.9452380952380952,0.16923076923076924
DSSD-k20-foWRAcc,shipp-clean50-pn-width-2,1,77,19,58,3565,7130,685.0,-1,-1,0.16439534491482538,4.7,19.0,6.7,1.0,0.0,0.2553191489361702,0.6,2.797222222222224,50.946107328280334,6.87894186057747E-12,3.019736312399357,0.8844827586206898,20.0,10.448055555555555,Infinity,0.3337662337662336,0.7451297394232179,0.2467532467532468,1.0,0.11551724137931034
DSSD-k20-foWRAcc,singh-clean50-pn-width-2,1,102,50,52,6300,12600,2910.0,-1,-1,0.20685313341022687,4.7,48.55,7.45,1.0,0.052564366632337683,0.23404255319148937,0.7,6.251186868686867,70.83715459904955,4.884981308350689E-16,1.77158282801816,0.8277307692307693,20.0,7.602111111111111,Infinity,0.5490196078431372,0.8684229549108627,0.4759803921568627,0.9710000000000003,0.14326923076923076
DSSD-k20-foWRAcc,subramanian-clean50-pn-width-2,1,50,17,33,5050,10100,1572.0,-1,-1,0.18216000000000004,4.55,16.35,4.95,1.0,0.051448102176650475,0.2087912087912088,0.7,3.168730158730159,30.860339364112992,3.5650265192699315E-7,2.277285454628616,0.8117647058823529,20.0,8.231320028011202,Infinity,0.42600000000000005,0.7742770545737295,0.32699999999999996,0.9617647058823531,0.15
DSSD-k20-foWRAcc,west-clean50-pn-width-2,1,49,24,25,3565,7130,710.0,-1,-1,0.19762598917117866,4.3,22.1,3.25,1.0,0.0965309200603318,0.22093023255813954,0.85,7.3097023809523805,31.185700341823786,3.149030492255456E-7,1.7923089509457264,0.7908333333333332,20.0,Infinity,Infinity,0.5173469387755102,0.8778656086264783,0.4510204081632653,0.9208333333333331,0.13000000000000003
SD-k20-foWRAcc,chowdary-clean50-pn-width-2,1,104,42,62,11142,22284,31.04,8913680,179424673,0.21486686390532536,8.5,39.55,3.05,0.9523809523809523,0.10745891276864723,0.11764705882352941,1.0,10.879166666666666,82.60016181748641,0.0,2.301440938258458,0.8924731182795698,20.0,24.344841269841268,378.05,0.40961538461538466,0.9294280712197611,0.38028846153846174,0.9416666666666667,0.049193548387096754
SD-k20-foWRAcc,golub-clean50-pn-width-2,1,72,25,47,3565,7130,3.56,1426080,179424673,0.21371527777777777,4.3,24.45,1.65,1.0,0.03239263803680983,0.22093023255813954,1.0,11.116666666666665,62.95660380879667,4.8239190419963055E-15,2.7029544322344323,0.942893617021277,20.0,Infinity,Infinity,0.36250000000000004,0.9385258445258445,0.33958333333333335,0.9780000000000001,0.035106382978723386
SD-k20-foWRAcc,gordon-clean50-pn-width-2,1,181,150,31,6267,12621,13.54,2524280,179424673,0.138577882238027,3.7,146.45,0.0,1.0,0.04201661545464899,0.28378378378378377,0.55,146.45,158.65127504456325,0.0,1.2066666666666668,0.976333333333333,20.0,Infinity,Infinity,0.8091160220994477,1.0,0.8091160220994477,0.976333333333333,0.0
SD-k20-foWRAcc,khan-clean50-pn-width-2,1,63,40,23,1154,2308,0.45,277040,179424673,0.20884353741496592,1.85,36.3,0.15,1.0,0.06019283746556473,0.5135135135135135,0.9,34.0,49.147470436281104,2.0112422838280964E-11,1.5692378048780484,0.9009782608695653,20.0,Infinity,Infinity,0.5785714285714285,0.9963414634146343,0.5761904761904761,0.9075000000000001,0.006521739130434782
